latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.321617,74.79452,97.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm),sunshine_duration (s),wind_direction_10m_dominant (°),pressure_msl_mean (hPa),cloud_cover_mean (%),dew_point_2m_mean (°C),soil_moisture_0_to_7cm_mean (m³/m³)
2020-08-06,26.3,46.30,14.77,29.2,30.1,2.99,35738.33,256,1004.4,86,24.3,0.507
2020-08-07,25.1,42.30,6.94,29.3,25.2,1.47,2407.79,239,1007.9,100,23.9,0.509
2020-08-08,24.8,71.10,4.14,29.4,15.5,0.96,0.00,264,1008.7,100,23.9,0.511
2020-08-09,24.7,54.10,5.01,28.7,19.8,1.13,1492.40,296,1007.8,100,23.6,0.510
2020-08-10,24.2,67.10,3.75,28.9,13.6,0.87,0.00,273,1008.2,100,23.5,0.511
2020-08-11,25.1,25.00,11.66,29.5,16.0,2.24,20429.58,257,1009.3,98,23.8,0.513
2020-08-12,25.5,11.20,15.79,30.3,12.6,3.03,28937.00,267,1010.6,95,23.9,0.505
2020-08-13,25.2,9.70,13.65,30.4,13.1,2.60,22470.63,272,1008.8,99,23.9,0.509
2020-08-14,25.6,8.20,17.38,30.6,13.3,3.26,27715.70,226,1007.3,94,24.0,0.505
2020-08-15,26.3,5.60,17.55,30.3,22.1,3.49,25659.86,227,1007.4,99,23.7,0.499
2020-08-16,25.2,27.10,7.79,29.9,15.4,1.60,1264.41,255,1008.2,100,23.9,0.509
2020-08-17,25.2,43.60,10.63,29.7,16.5,2.05,9066.91,260,1007.7,98,23.9,0.510
2020-08-18,25.4,15.40,16.71,30.5,13.0,3.13,35784.04,252,1008.3,92,24.0,0.509
2020-08-19,25.8,7.40,17.36,31.0,12.8,3.39,32337.97,292,1007.4,96,24.0,0.502
2020-08-20,25.3,19.20,10.63,30.4,14.2,2.12,13693.59,264,1007.2,100,23.9,0.505
2020-08-21,25.3,15.90,10.29,30.3,13.5,2.03,6676.04,237,1008.8,98,24.0,0.509
2020-08-22,25.8,10.20,18.71,31.2,16.7,3.47,34975.16,230,1009.4,96,24.4,0.508
2020-08-23,25.9,6.80,18.15,31.4,14.6,3.47,38827.56,241,1009.4,95,24.2,0.503
2020-08-24,26.1,1.50,15.46,31.8,11.9,3.09,29488.65,261,1009.4,85,24.3,0.494
2020-08-25,26.1,2.40,21.50,31.6,17.4,4.10,40238.16,312,1010.4,70,24.2,0.487
2020-08-26,26.1,1.90,17.86,31.0,16.7,3.56,26985.81,320,1010.2,99,23.7,0.482
2020-08-27,25.9,2.60,15.85,30.6,15.7,3.18,29440.74,314,1009.4,100,23.6,0.479
2020-08-28,25.9,3.20,19.49,31.1,13.3,3.80,39213.88,277,1008.4,100,23.7,0.480
2020-08-29,25.8,9.60,20.59,31.2,12.4,3.96,38637.07,259,1008.5,100,23.9,0.493
2020-08-30,25.8,7.30,19.78,31.5,11.6,3.79,37383.80,261,1008.9,78,24.2,0.495
2020-08-31,26.3,1.90,20.73,31.9,14.4,4.05,35776.41,289,1009.4,77,24.1,0.487
2020-09-01,26.5,3.50,17.44,31.2,19.9,3.52,29794.50,328,1009.2,95,24.1,0.485
2020-09-02,26.5,27.20,13.67,31.4,17.7,2.91,18454.58,333,1007.7,99,24.2,0.478
2020-09-03,26.0,13.20,15.99,31.3,13.0,3.25,24699.71,191,1006.7,96,23.9,0.506
2020-09-04,26.5,5.30,21.29,32.0,14.1,4.20,37760.08,182,1006.6,82,24.2,0.488
2020-09-05,26.7,8.80,19.97,32.5,15.1,4.04,37245.37,199,1006.1,77,24.3,0.493
2020-09-06,26.3,20.10,18.37,31.5,15.3,3.63,28874.36,157,1005.8,87,24.3,0.502
2020-09-07,26.1,17.40,17.51,31.0,15.9,3.59,27466.39,159,1006.8,84,24.0,0.504
2020-09-08,25.7,11.00,14.44,30.7,13.8,2.81,25722.02,184,1007.9,79,24.1,0.501
2020-09-09,25.8,10.00,17.70,30.5,17.9,3.38,27253.14,182,1006.8,90,23.9,0.500
2020-09-10,24.8,31.50,10.18,28.6,20.9,1.86,9966.68,175,1005.5,99,23.8,0.509
2020-09-11,24.9,68.50,5.12,28.6,21.4,1.12,629.30,205,1006.1,100,23.8,0.511
2020-09-12,24.8,30.90,6.98,28.9,17.7,1.40,666.97,224,1008.9,99,23.7,0.512
2020-09-13,24.9,19.20,7.35,29.6,12.8,1.50,276.66,245,1009.8,99,23.6,0.510
2020-09-14,25.0,12.50,8.47,29.9,12.1,1.75,5499.07,258,1008.7,95,23.6,0.507
2020-09-15,24.9,27.10,6.09,29.6,12.2,1.28,0.00,269,1008.3,93,23.6,0.511
2020-09-16,25.0,19.00,9.17,30.1,11.2,1.81,2324.84,285,1008.5,94,23.9,0.510
2020-09-17,25.2,27.10,13.82,30.2,14.9,2.58,32501.57,252,1008.9,85,23.8,0.509
2020-09-18,25.1,48.30,10.35,29.7,17.7,2.00,12992.17,285,1008.2,98,23.8,0.512
